02/22/2017,01:00,AEEC, 17.55,N
02/22/2017,01:00,AMISTAD_ALL, 17.86,N
02/22/2017,01:00,AMOCOOIL_CC1, 17.92,N
02/22/2017,01:00,AMOCOOIL_CC2, 17.92,N
02/22/2017,01:00,AMOCO_PUN1, 17.92,N
02/22/2017,01:00,AMOCO_PUN2, 17.92,N
02/22/2017,01:00,AMO_AMOCO_1, 17.92,N
02/22/2017,01:00,AMO_AMOCO_2, 17.92,N
02/22/2017,01:00,AMO_AMOCO_5, 17.92,N
02/22/2017,01:00,AMO_AMOCO_G1, 17.92,N
02/22/2017,01:00,AMO_AMOCO_G2, 17.92,N
02/22/2017,01:00,AMO_AMOCO_G3, 17.92,N
02/22/2017,01:00,AMO_AMOCO_S1, 17.92,N
02/22/2017,01:00,AMO_AMOCO_S2, 17.92,N
02/22/2017,01:00,ANACACHO_ANA, 17.87,N
02/22/2017,01:00,ATK_ATKINSG7, 17.69,N
02/22/2017,01:00,AUSTPL_ALL, 17.97,N
02/22/2017,01:00,AZ_ALL, 17.92,N
02/22/2017,01:00,BAC_RN_ALL, 17.92,N
02/22/2017,01:00,BAFFIN_ALL, 17.88,N
02/22/2017,01:00,BASTEN_CC1, 17.88,N
02/22/2017,01:00,BASTEN_CCU, 17.88,N
02/22/2017,01:00,BBSES_UNIT1, 17.75,N
02/22/2017,01:00,BBSES_UNIT2, 17.75,N
02/22/2017,01:00,BCATWD_WD_1, 17.77,N
02/22/2017,01:00,BFM_HYD_ST1, 17.92,N
02/22/2017,01:00,BLSMT1_5_A_6, 17.75,N
02/22/2017,01:00,BOOTLEG_UN1, 17.83,N
02/22/2017,01:00,BORDAS_345, 17.88,N
02/22/2017,01:00,BORDAS_ALL, 17.88,N
02/22/2017,01:00,BOSQUESW_CC1, 17.77,N
02/22/2017,01:00,BOSQUESW_CC2, 17.77,N
02/22/2017,01:00,BOSQ_BSQSU_5, 17.77,N
02/22/2017,01:00,BOSQ_BSQS_12, 17.77,N
02/22/2017,01:00,BOSQ_BSQS_34, 17.77,N
02/22/2017,01:00,BRAUNIG_CC1, 17.87,N
02/22/2017,01:00,BRAUNIG_VHB1, 18,N
02/22/2017,01:00,BRAUNIG_VHB2, 18,N
02/22/2017,01:00,BRAUNIG_VHB3, 17.88,N
02/22/2017,01:00,BRAZ_WND_ALL, 18.3,N
