DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
03/05/2017,01:00,AEEC, -0.92,N
03/05/2017,01:00,AMISTAD_ALL, 12.35,N
03/05/2017,01:00,AMOCOOIL_CC1, 14.03,N
03/05/2017,01:00,AMOCOOIL_CC2, 14.03,N
03/05/2017,01:00,AMOCO_PUN1, 14.03,N
03/05/2017,01:00,AMOCO_PUN2, 14.03,N
03/05/2017,01:00,AMO_AMOCO_1, 14.03,N
03/05/2017,01:00,AMO_AMOCO_2, 14.03,N
03/05/2017,01:00,AMO_AMOCO_5, 14.03,N
03/05/2017,01:00,AMO_AMOCO_G1, 14.03,N
03/05/2017,01:00,AMO_AMOCO_G2, 14.03,N
03/05/2017,01:00,AMO_AMOCO_G3, 14.03,N
03/05/2017,01:00,AMO_AMOCO_S1, 14.03,N
03/05/2017,01:00,AMO_AMOCO_S2, 14.03,N
03/05/2017,01:00,ANACACHO_ANA, 12.76,N
03/05/2017,01:00,ATK_ATKINSG7, 14.34,N
03/05/2017,01:00,AUSTPL_ALL, 13.58,N
03/05/2017,01:00,AZ_ALL, 14.1,N
03/05/2017,01:00,BAC_RN_ALL, 14.03,N
03/05/2017,01:00,BAFFIN_ALL, 11.84,N
03/05/2017,01:00,BASTEN_CC1, 13.57,N
03/05/2017,01:00,BASTEN_CCU, 13.57,N
03/05/2017,01:00,BBSES_UNIT1, 15.29,N
03/05/2017,01:00,BBSES_UNIT2, 15.29,N
03/05/2017,01:00,BCATWD_WD_1, 8.55,N
03/05/2017,01:00,BFM_HYD_ST1, 14.07,N
03/05/2017,01:00,BLSMT1_5_A_6, 9.16,N
03/05/2017,01:00,BOOTLEG_UN1, 10.24,N
03/05/2017,01:00,BORDAS_345, 12.59,N
03/05/2017,01:00,BORDAS_ALL, 12.69,N
03/05/2017,01:00,BOSQUESW_CC1, 13.71,N
03/05/2017,01:00,BOSQUESW_CC2, 13.84,N
03/05/2017,01:00,BOSQ_BSQSU_5, 13.84,N
03/05/2017,01:00,BOSQ_BSQS_12, 13.84,N
03/05/2017,01:00,BOSQ_BSQS_34, 13.71,N
03/05/2017,01:00,BRAUNIG_CC1, 13.3,N
03/05/2017,01:00,BRAUNIG_VHB1, 13.38,N
03/05/2017,01:00,BRAUNIG_VHB2, 13.38,N
03/05/2017,01:00,BRAUNIG_VHB3, 13.33,N
03/05/2017,01:00,BRAZ_WND_ALL, 9.91,N
03/05/2017,01:00,BRA_AVR1_CT2, 13.3,N
03/05/2017,01:00,BRA_AVR_CST1, 13.3,N
03/05/2017,01:00,BRISCOE_WIND, -1,N
03/05/2017,01:00,BRTSW_BCW1, 9.11,N
03/05/2017,01:00,BR_VHB6CT5_6, 13.38,N
03/05/2017,01:00,BR_VHB6CT7_8, 13.38,N
03/05/2017,01:00,BSF_PUN1, 14.02,N
03/05/2017,01:00,BSF_PUN2, 14.02,N
03/05/2017,01:00,BTE_BTE_G1, 14.12,N
03/05/2017,01:00,BTE_BTE_G2, 14.12,N
03/05/2017,01:00,BTE_BTE_G3, 14.12,N
03/05/2017,01:00,BTE_BTE_G4, 14.12,N
03/05/2017,01:00,BTE_CC1, 14.12,N
03/05/2017,01:00,BTE_PUN1, 14.12,N
03/05/2017,01:00,BTE_PUN2, 14.12,N
03/05/2017,01:00,BUCHAN_ALL, 13.22,N
03/05/2017,01:00,BUFF_GAP_ALL, 10.32,N
03/05/2017,01:00,BULLCRK_1_2, 10.01,N
03/05/2017,01:00,BVE_CC1, 13.97,N
03/05/2017,01:00,BVE_UNIT1, 13.97,N
03/05/2017,01:00,BVE_UNIT2, 13.97,N
03/05/2017,01:00,BVE_UNIT3, 13.97,N
03/05/2017,01:00,BYU_BYU_1, 14.07,N
03/05/2017,01:00,BYU_BYU_12, 14.07,N
03/05/2017,01:00,BYU_BYU_34, 14.07,N
03/05/2017,01:00,BYU_BYU_G8, 14.07,N
03/05/2017,01:00,BYU_CC1, 14.07,N
03/05/2017,01:00,BYU_PUN1, 14.07,N
