02/18/2017,01:00,AEEC, 14.39,N
02/18/2017,01:00,AMISTAD_ALL, 14.86,N
02/18/2017,01:00,AMOCOOIL_CC1, 15.26,N
02/18/2017,01:00,AMOCOOIL_CC2, 15.26,N
02/18/2017,01:00,AMOCO_PUN1, 15.26,N
02/18/2017,01:00,AMOCO_PUN2, 15.26,N
02/18/2017,01:00,AMO_AMOCO_1, 15.26,N
02/18/2017,01:00,AMO_AMOCO_2, 15.26,N
02/18/2017,01:00,AMO_AMOCO_5, 15.26,N
02/18/2017,01:00,AMO_AMOCO_G1, 15.26,N
02/18/2017,01:00,AMO_AMOCO_G2, 15.26,N
02/18/2017,01:00,AMO_AMOCO_G3, 15.26,N
02/18/2017,01:00,AMO_AMOCO_S1, 15.26,N
02/18/2017,01:00,AMO_AMOCO_S2, 15.26,N
02/18/2017,01:00,ANACACHO_ANA, 14.92,N
02/18/2017,01:00,ATK_ATKINSG7, 14.85,N
02/18/2017,01:00,AUSTPL_ALL, 14.9,N
02/18/2017,01:00,AZ_ALL, 15.28,N
02/18/2017,01:00,BAC_RN_ALL, 15.26,N
02/18/2017,01:00,BAFFIN_ALL, 0.55,N
02/18/2017,01:00,BASTEN_CC1, 14.93,N
02/18/2017,01:00,BASTEN_CCU, 14.93,N
02/18/2017,01:00,BBSES_UNIT1, 15.02,N
02/18/2017,01:00,BBSES_UNIT2, 15.02,N
02/18/2017,01:00,BCATWD_WD_1, 14.26,N
02/18/2017,01:00,BFM_HYD_ST1, 15.27,N
02/18/2017,01:00,BLSMT1_5_A_6, 14.34,N
02/18/2017,01:00,BOOTLEG_UN1, 14.54,N
02/18/2017,01:00,BORDAS_345, 14.97,N
02/18/2017,01:00,BORDAS_ALL, 14.98,N
02/18/2017,01:00,BOSQUESW_CC1, 14.85,N
02/18/2017,01:00,BOSQUESW_CC2, 14.87,N
02/18/2017,01:00,BOSQ_BSQSU_5, 14.87,N
02/18/2017,01:00,BOSQ_BSQS_12, 14.87,N
02/18/2017,01:00,BOSQ_BSQS_34, 14.85,N
02/18/2017,01:00,BRAUNIG_CC1, 14.94,N
02/18/2017,01:00,BRAUNIG_VHB1, 14.94,N
02/18/2017,01:00,BRAUNIG_VHB2, 14.94,N
02/18/2017,01:00,BRAUNIG_VHB3, 14.94,N
02/18/2017,01:00,BRAZ_WND_ALL, 14.45,N
02/18/2017,01:00,BRA_AVR1_CT2, 14.94,N
