02/24/2017,01:00,AEEC, 2.55,N
02/24/2017,01:00,AMISTAD_ALL, 9.35,N
02/24/2017,01:00,AMOCOOIL_CC1, 13.64,N
02/24/2017,01:00,AMOCOOIL_CC2, 13.64,N
02/24/2017,01:00,AMOCO_PUN1, 13.64,N
02/24/2017,01:00,AMOCO_PUN2, 13.64,N
02/24/2017,01:00,AMO_AMOCO_1, 13.64,N
02/24/2017,01:00,AMO_AMOCO_2, 13.64,N
02/24/2017,01:00,AMO_AMOCO_5, 13.64,N
02/24/2017,01:00,AMO_AMOCO_G1, 13.64,N
02/24/2017,01:00,AMO_AMOCO_G2, 13.64,N
02/24/2017,01:00,AMO_AMOCO_G3, 13.64,N
02/24/2017,01:00,AMO_AMOCO_S1, 13.64,N
02/24/2017,01:00,AMO_AMOCO_S2, 13.64,N
02/24/2017,01:00,ANACACHO_ANA, 10.62,N
02/24/2017,01:00,ATK_ATKINSG7, 11.44,N
02/24/2017,01:00,AUSTPL_ALL, 11.59,N
02/24/2017,01:00,AZ_ALL, 13.81,N
02/24/2017,01:00,BAC_RN_ALL, 13.64,N
02/24/2017,01:00,BAFFIN_ALL, 9.64,N
02/24/2017,01:00,BASTEN_CC1, 11.56,N
02/24/2017,01:00,BASTEN_CCU, 11.56,N
02/24/2017,01:00,BBSES_UNIT1, 13.61,N
02/24/2017,01:00,BBSES_UNIT2, 13.61,N
02/24/2017,01:00,BCATWD_WD_1, 0,N
02/24/2017,01:00,BFM_HYD_ST1, 13.74,N
02/24/2017,01:00,BLSMT1_5_A_6, 1.69,N
02/24/2017,01:00,BOOTLEG_UN1, 3.97,N
02/24/2017,01:00,BORDAS_345, 11.05,N
02/24/2017,01:00,BORDAS_ALL, 11.26,N
02/24/2017,01:00,BOSQUESW_CC1, 10.18,N
02/24/2017,01:00,BOSQUESW_CC2, 10.46,N
02/24/2017,01:00,BOSQ_BSQSU_5, 10.46,N
02/24/2017,01:00,BOSQ_BSQS_12, 10.46,N
02/24/2017,01:00,BOSQ_BSQS_34, 10.18,N
02/24/2017,01:00,BRAUNIG_CC1, 11.16,N
02/24/2017,01:00,BRAUNIG_VHB1, 11.19,N
02/24/2017,01:00,BRAUNIG_VHB2, 11.19,N
02/24/2017,01:00,BRAUNIG_VHB3, 11.17,N
02/24/2017,01:00,BRAZ_WND_ALL, 3.46,N
